gene_id,L1,L2,L3,R1,R2,R3
Solyc11g020830.1|Solyc11g020830.1,0,0,0,0,0,0
Solyc11g020840.1|Solyc11g020840.1,0,2,3,21,17,15
Solyc11g020860.1|Solyc11g020860.1,0,0,0,0,0,0
Solyc11g020875.1|Solyc11g020875.1,0,0,0,0,0,0
Solyc11g020950.2|Solyc11g020950.2,0,5,0,4,4,0
Solyc11g020970.1|Solyc11g020970.1,0,0,0,0,0,0
Solyc11g020973.1|Solyc11g020973.1,0,0,0,0,0,0
Solyc11g020977.1|Solyc11g020977.1,0,0,0,0,0,0
Solyc11g020990.2|Solyc11g020990.2,0,0,0,50,79,23
Solyc11g021010.1|Solyc11g021010.1,0,0,0,0,0,0
Solyc11g021040.2|Solyc11g021040.2,0,0,0,0,0,0
Solyc11g021050.1|Solyc11g021050.1,0,0,0,0,0,0
Solyc11g021070.2|Solyc11g021070.2,0,0,6,0,0,3
Solyc11g021085.1|Solyc11g021085.1,0,0,0,0,0,0
Solyc11g021140.1|Solyc11g021140.1,0,0,0,0,0,0
Solyc11g021180.1|Solyc11g021180.1,0,0,0,0,0,0
Solyc11g021270.1|Solyc11g021270.1,0,0,1,0,0,0
Solyc11g021280.1|Solyc11g021280.1,0,0,0,0,0,0
Solyc11g021300.1|Solyc11g021300.1,0,0,0,0,0,0
Solyc11g022480.1|Solyc11g022480.1,0,0,3,0,0,2
Solyc11g022490.1|Solyc11g022490.1,0,0,0,0,0,0
Solyc11g022500.1|Solyc11g022500.1,0,0,0,0,0,0
Solyc11g022605.1|Solyc11g022605.1,0,0,0,0,0,0
Solyc11g022610.1|Solyc11g022610.1,0,0,0,0,0,0
Solyc11g022620.1|Solyc11g022620.1,0,0,0,0,0,0
Solyc11g050710.2|Solyc11g050710.2,0,0,0,0,0,0
Solyc11g050730.1|Solyc11g050730.1,0,0,0,0,0,0
Solyc11g050770.1|Solyc11g050770.1,0,0,0,0,0,0
Solyc11g050790.1|Solyc11g050790.1,0,0,0,0,0,0
Solyc11g050800.1|Solyc11g050800.1,0,0,0,3,0,0
Solyc11g050795.1|Solyc11g050795.1,0,0,0,0,0,0
Solyc11g050810.1|Solyc11g050810.1,0,0,0,0,0,0
Solyc11g050820.1|Solyc11g050820.1,0,0,0,5,8,17
Solyc11g050821.1|Solyc11g050821.1,0,0,0,0,0,0
Solyc11g050822.1|Solyc11g050822.1,0,0,0,0,0,0
Solyc11g050850.1|Solyc11g050850.1,0,0,0,0,0,0
Solyc11g050824.1|Solyc11g050824.1,0,0,0,0,0,0
Solyc11g050826.1|Solyc11g050826.1,0,0,0,0,0,0
Solyc11g050880.2|Solyc11g050880.2,0,0,0,0,0,0
Solyc11g050828.1|Solyc11g050828.1,0,0,0,0,0,0
Solyc11g050900.2|Solyc11g050900.2,0,0,0,0,0,0
Solyc11g050920.1|Solyc11g050920.1,0,0,0,0,0,0
Solyc11g050903.1|Solyc11g050903.1,0,0,0,0,0,0
Solyc11g050907.1|Solyc11g050907.1,0,0,0,0,0,0
Solyc11g050938.1|Solyc11g050938.1,0,0,0,0,0,0
Solyc11g050960.1|Solyc11g050960.1,0,0,0,0,0,0
Solyc11g050980.2|Solyc11g050980.2,0,0,0,0,0,0
Solyc11g050990.1|Solyc11g050990.1,0,0,0,0,0,0
Solyc11g050993.1|Solyc11g050993.1,0,0,0,0,0,0
Solyc11g050997.1|Solyc11g050997.1,0,0,0,0,0,0
Solyc11g051000.1|Solyc11g051000.1,0,0,0,0,0,0
Solyc11g051005.1|Solyc11g051005.1,0,0,0,0,0,0
Solyc11g051010.2|Solyc11g051010.2,0,0,0,0,0,0
Solyc11g051020.2|Solyc11g051020.2,0,0,0,0,0,0
Solyc11g051030.1|Solyc11g051030.1,0,0,0,5,0,0
Solyc11g051050.2|Solyc11g051050.2,0,0,0,0,0,0
Solyc11g051090.1|Solyc11g051090.1,0,0,0,0,0,0
Solyc11g051120.2|Solyc11g051120.2,0,0,0,12,0,8
Solyc11g051140.1|Solyc11g051140.1,0,0,0,0,0,0
Solyc11g027630.1|Solyc11g027630.1,0,0,0,0,0,0
Solyc11g027773.1|Solyc11g027773.1,0,0,0,0,0,0
Solyc11g027775.1|Solyc11g027775.1,0,0,0,0,0,0
Solyc11g027800.1|Solyc11g027800.1,0,0,0,0,0,0
Solyc11g027860.1|Solyc11g027860.1,0,0,0,0,0,0
Solyc11g027887.1|Solyc11g027887.1,0,0,0,0,0,0
Solyc11g027890.2|Solyc11g027890.2,0,0,0,0,0,0
Solyc11g027893.1|Solyc11g027893.1,0,0,0,0,0,0
Solyc11g027910.1|Solyc11g027910.1,0,0,0,0,0,0
Solyc11g027920.2|Solyc11g027920.2,0,0,0,0,12,13
Solyc11g027930.1|Solyc11g027930.1,0,0,0,0,0,0
Solyc11g027940.2|Solyc11g027940.2,0,0,0,0,0,0
Solyc11g027980.2|Solyc11g027980.2,0,0,0,0,0,0
Solyc11g027981.1|Solyc11g027981.1,0,0,0,0,0,0
Solyc11g027982.1|Solyc11g027982.1,0,0,0,0,0,0
Solyc11g027990.2|Solyc11g027990.2,0,0,0,0,0,0
Solyc11g027983.1|Solyc11g027983.1,0,0,0,0,0,0
Solyc11g027984.1|Solyc11g027984.1,0,0,0,0,0,0
Solyc11g027986.1|Solyc11g027986.1,0,0,0,0,0,0
Solyc11g028000.1|Solyc11g028000.1,0,0,0,0,0,0
Solyc11g027988.1|Solyc11g027988.1,0,0,0,0,0,0
Solyc11g028010.2|Solyc11g028010.2,0,0,0,0,0,0
Solyc11g028020.2|Solyc11g028020.2,0,0,0,0,0,0
Solyc11g028040.2|Solyc11g028040.2,0,0,0,0,0,0
Solyc11g028060.1|Solyc11g028060.1,0,0,0,0,0,0
Solyc11g028070.2|Solyc11g028070.2,0,0,0,0,0,0
Solyc11g028080.2|Solyc11g028080.2,0,0,0,0,0,0
Solyc11g028090.2|Solyc11g028090.2,0,0,0,0,0,0
Solyc11g028100.2|Solyc11g028100.2,0,0,0,0,0,0
Solyc11g028110.1|Solyc11g028110.1,0,0,0,0,0,0
Solyc11g028120.1|Solyc11g028120.1,0,0,0,0,0,0
Solyc11g028150.1|Solyc11g028150.1,0,0,0,0,0,0
Solyc11g028160.1|Solyc11g028160.1,0,0,0,0,0,0
Solyc11g028167.1|Solyc11g028167.1,0,0,0,0,0,0
Solyc11g028170.2|Solyc11g028170.2,0,0,0,0,0,0
Solyc11g028175.1|Solyc11g028175.1,0,0,0,0,0,0
Solyc11g028180.1|Solyc11g028180.1,0,0,0,0,0,0
Solyc11g028183.1|Solyc11g028183.1,0,0,0,0,0,0
Solyc11g028185.1|Solyc11g028185.1,0,0,0,0,0,0
Solyc11g028187.1|Solyc11g028187.1,0,0,0,0,0,0
Solyc11g028200.1|Solyc11g028200.1,0,0,2,6,0,5
Solyc11g028210.1|Solyc11g028210.1,0,0,0,0,0,0
Solyc11g028201.1|Solyc11g028201.1,0,0,0,0,0,0
Solyc11g028202.1|Solyc11g028202.1,0,0,0,0,0,0
Solyc11g028204.1|Solyc11g028204.1,0,0,0,0,0,0
Solyc11g028206.1|Solyc11g028206.1,0,0,0,0,0,0
Solyc11g028270.1|Solyc11g028270.1,0,0,0,0,0,0
Solyc11g028315.1|Solyc11g028315.1,0,0,0,0,0,0
Solyc11g028330.2|Solyc11g028330.2,0,0,0,0,0,0
Solyc11g028340.2|Solyc11g028340.2,0,0,0,0,0,3
Solyc11g028350.1|Solyc11g028350.1,0,0,0,0,0,0
Solyc11g030470.1|Solyc11g030470.1,0,0,0,0,0,0
MSTRG.19455,0,0,7,119,178,148
Solyc11g030560.1|Solyc11g030560.1,0,0,0,0,0,0
Solyc11g030570.1|Solyc11g030570.1,0,0,0,0,0,0
Solyc11g030580.1|Solyc11g030580.1,0,0,0,0,0,0
Solyc11g030590.1|Solyc11g030590.1,0,0,0,0,0,0
Solyc11g030640.1|Solyc11g030640.1,0,0,0,0,0,0
Solyc11g030643.1|Solyc11g030643.1,0,0,0,0,0,0
Solyc11g030647.1|Solyc11g030647.1,0,0,0,0,0,0
Solyc11g030650.1|Solyc11g030650.1,0,0,0,0,0,0
Solyc11g030760.1|Solyc11g030760.1,0,0,0,0,0,0
Solyc11g030770.1|Solyc11g030770.1,0,0,0,0,0,0
Solyc11g030780.1|Solyc11g030780.1,0,0,0,0,0,0
Solyc11g030783.1|Solyc11g030783.1,0,0,0,0,0,0
Solyc11g030787.1|Solyc11g030787.1,0,0,0,0,0,0
Solyc11g030790.2|Solyc11g030790.2,0,0,0,0,0,0
Solyc11g030800.1|Solyc11g030800.1,0,0,0,0,0,0
Solyc11g030810.1|Solyc11g030810.1,0,0,0,0,0,0
Solyc11g030820.1|Solyc11g030820.1,0,0,0,0,0,0
Solyc11g030830.1|Solyc11g030830.1,0,0,0,0,0,0
Solyc11g030840.1|Solyc11g030840.1,0,0,0,0,0,0
Solyc11g030850.1|Solyc11g030850.1,0,0,0,0,0,0
Solyc11g030860.2|Solyc11g030860.2,0,0,0,0,0,0
Solyc11g030870.1|Solyc11g030870.1,0,0,0,0,0,0
Solyc11g030865.1|Solyc11g030865.1,0,0,0,0,0,0
Solyc11g030880.1|Solyc11g030880.1,0,0,0,0,0,0
Solyc11g030890.2|Solyc11g030890.2,0,0,0,0,0,0
Solyc11g030900.1|Solyc11g030900.1,0,0,0,0,0,0
Solyc11g030910.1|Solyc11g030910.1,0,0,0,0,0,0
Solyc11g030903.1|Solyc11g030903.1,0,0,0,0,0,0
Solyc11g030905.1|Solyc11g030905.1,0,0,0,0,0,0
Solyc11g030920.1|Solyc11g030920.1,0,0,0,0,0,0
Solyc11g030907.1|Solyc11g030907.1,0,0,0,0,0,0
Solyc11g030930.2|Solyc11g030930.2,0,0,0,0,0,0
Solyc11g030940.2|Solyc11g030940.2,0,0,0,0,0,0
Solyc11g030945.1|Solyc11g030945.1,0,0,0,0,0,0
Solyc11g030950.2|Solyc11g030950.2,0,0,0,0,0,0
Solyc11g030953.1|Solyc11g030953.1,0,0,0,0,0,0
Solyc11g030957.1|Solyc11g030957.1,0,0,0,0,1,2
Solyc11g031980.1|Solyc11g031980.1,0,0,0,0,0,0
Solyc11g031990.1|Solyc11g031990.1,0,0,0,0,0,0
Solyc11g032000.1|Solyc11g032000.1,0,0,0,0,0,0
Solyc11g032010.1|Solyc11g032010.1,0,0,0,0,0,0
Solyc11g032020.1|Solyc11g032020.1,0,0,0,0,0,0
Solyc11g032060.3|Solyc11g032060.3,0,0,0,4,25,34
Solyc11g032070.2|Solyc11g032070.2,0,0,0,0,0,0
Solyc11g032072.1|Solyc11g032072.1,0,0,0,0,0,0
Solyc11g032074.1|Solyc11g032074.1,0,0,0,0,0,0
Solyc11g032076.1|Solyc11g032076.1,0,0,0,0,0,0
Solyc11g032110.1|Solyc11g032110.1,0,1,0,3,0,0
Solyc11g032137.1|Solyc11g032137.1,0,0,0,0,0,0
Solyc11g032140.1|Solyc11g032140.1,0,0,0,0,0,0
Solyc11g032150.1|Solyc11g032150.1,0,0,0,0,0,0
Solyc11g032160.1|Solyc11g032160.1,0,0,0,0,0,0
Solyc11g032170.1|Solyc11g032170.1,0,0,0,0,0,0
Solyc11g032180.1|Solyc11g032180.1,0,0,0,0,0,0
Solyc11g032230.2|Solyc11g032230.2,0,0,0,0,0,0
Solyc11g032235.1|Solyc11g032235.1,0,0,0,0,0,0
Solyc11g045690.2|Solyc11g045690.2,0,0,0,10,0,2
Solyc11g045695.1|Solyc11g045695.1,0,0,0,0,0,0
Solyc11g045680.2|Solyc11g045680.2,0,0,0,15,14,13
Solyc11g045677.1|Solyc11g045677.1,0,0,0,0,0,0
Solyc11g045640.1|Solyc11g045640.1,0,0,0,0,0,0
Solyc11g045570.1|Solyc11g045570.1,0,0,0,0,0,0
Solyc11g045560.1|Solyc11g045560.1,0,0,0,0,0,0
Solyc11g045550.1|Solyc11g045550.1,0,0,0,0,0,0
Solyc11g045540.1|Solyc11g045540.1,0,0,0,0,0,0
Solyc11g045450.2|Solyc11g045450.2,0,0,0,0,0,0
Solyc11g045440.1|Solyc11g045440.1,0,0,3,11,11,16
Solyc11g045430.1|Solyc11g045430.1,0,0,0,0,2,2
Solyc11g045420.2|Solyc11g045420.2,0,0,0,0,0,0
Solyc11g045400.1|Solyc11g045400.1,0,0,0,0,0,0
Solyc11g045360.1|Solyc11g045360.1,0,0,0,0,4,0
Solyc11g045340.2|Solyc11g045340.2,0,0,0,0,0,0
Solyc11g044930.1|Solyc11g044930.1,0,0,0,0,0,0
Solyc11g044920.1|Solyc11g044920.1,0,0,0,0,0,0
Solyc11g044860.2|Solyc11g044860.2,0,0,0,0,0,0
Solyc11g044840.2|Solyc11g044840.2,0,0,0,177,136,163
Solyc11g044830.1|Solyc11g044830.1,0,0,0,0,0,0
Solyc11g044820.1|Solyc11g044820.1,0,0,0,0,0,0
Solyc11g044810.2|Solyc11g044810.2,0,0,0,0,0,0
Solyc11g044815.1|Solyc11g044815.1,0,0,0,0,0,0
Solyc11g044770.1|Solyc11g044770.1,0,0,0,0,0,0
Solyc11g044690.1|Solyc11g044690.1,0,0,0,0,0,0
Solyc11g044680.2|Solyc11g044680.2,0,0,0,0,0,0
Solyc11g044670.1|Solyc11g044670.1,0,0,0,0,0,0
Solyc11g044660.1|Solyc11g044660.1,0,0,0,0,0,0
Solyc11g044650.1|Solyc11g044650.1,0,0,0,0,0,0
Solyc11g044630.1|Solyc11g044630.1,0,0,0,0,0,0
Solyc11g044620.1|Solyc11g044620.1,0,0,0,0,0,0
Solyc11g044632.1|Solyc11g044632.1,0,4,0,0,0,0
Solyc11g044610.1|Solyc11g044610.1,0,0,0,0,0,0
Solyc11g044634.1|Solyc11g044634.1,0,0,0,0,0,0
Solyc11g044636.1|Solyc11g044636.1,0,0,5,0,0,0
Solyc11g044638.1|Solyc11g044638.1,0,0,0,0,0,0
Solyc11g044600.2|Solyc11g044600.2,0,1,1,0,0,0
Solyc11g044590.2|Solyc11g044590.2,0,0,0,0,0,0
Solyc11g044593.1|Solyc11g044593.1,0,0,0,0,0,0
Solyc11g044595.1|Solyc11g044595.1,0,0,0,0,0,0
Solyc11g044580.1|Solyc11g044580.1,0,0,0,0,0,0
Solyc11g044597.1|Solyc11g044597.1,0,0,0,0,0,0
Solyc11g044570.2|Solyc11g044570.2,0,0,0,0,0,0
Solyc11g044490.1|Solyc11g044490.1,0,0,0,0,0,0
Solyc11g044460.2|Solyc11g044460.2,0,0,0,3,0,3
Solyc11g044430.1|Solyc11g044430.1,0,14,0,0,0,0
Solyc11g044400.1|Solyc11g044400.1,0,0,6,0,0,0
Solyc11g044390.1|Solyc11g044390.1,0,0,0,0,0,0
Solyc11g044380.1|Solyc11g044380.1,0,0,0,0,0,0
Solyc11g044370.1|Solyc11g044370.1,0,0,0,0,0,0
Solyc11g044365.1|Solyc11g044365.1,0,0,0,0,15,0
Solyc11g044367.1|Solyc11g044367.1,0,0,0,0,0,0
Solyc11g044313.1|Solyc11g044313.1,0,0,0,0,0,0
Solyc11g044317.1|Solyc11g044317.1,0,0,0,0,0,0
Solyc11g043160.2|Solyc11g043160.2,0,4,0,20,60,50
Solyc11g043110.2|Solyc11g043110.2,0,0,0,4,4,0
Solyc11g043115.1|Solyc11g043115.1,0,0,0,0,0,0
Solyc11g043100.1|Solyc11g043100.1,0,0,0,0,0,0
Solyc11g043090.1|Solyc11g043090.1,0,0,0,0,0,0
Solyc11g043080.2|Solyc11g043080.2,0,0,0,0,0,0
Solyc11g043085.1|Solyc11g043085.1,0,0,0,0,0,0
Solyc11g043050.1|Solyc11g043050.1,0,0,0,0,0,0
Solyc11g043040.1|Solyc11g043040.1,0,0,0,0,0,0
Solyc11g043030.1|Solyc11g043030.1,0,0,0,0,0,0
Solyc11g043020.1|Solyc11g043020.1,0,0,0,0,0,0
Solyc11g043025.1|Solyc11g043025.1,0,0,0,0,0,0
Solyc11g043000.1|Solyc11g043000.1,0,0,0,0,0,5
Solyc11g042970.1|Solyc11g042970.1,0,0,0,0,0,0
Solyc11g042960.1|Solyc11g042960.1,0,0,0,0,0,0
Solyc11g042910.1|Solyc11g042910.1,0,0,0,0,0,0
Solyc11g042925.1|Solyc11g042925.1,0,0,0,0,0,0
Solyc11g042883.1|Solyc11g042883.1,0,0,0,0,0,0
Solyc11g042870.1|Solyc11g042870.1,0,0,0,0,0,0
Solyc11g042850.2|Solyc11g042850.2,0,0,3,4,0,3
Solyc11g042855.1|Solyc11g042855.1,0,0,0,0,0,0
Solyc11g042830.1|Solyc11g042830.1,0,0,0,0,0,0
Solyc11g042810.2|Solyc11g042810.2,0,4,0,16,18,13
Solyc11g042803.1|Solyc11g042803.1,0,0,0,0,0,0
Solyc11g042807.1|Solyc11g042807.1,0,0,0,0,0,0
Solyc11g042770.1|Solyc11g042770.1,0,0,0,0,0,0
Solyc11g042760.1|Solyc11g042760.1,0,0,0,0,0,0
Solyc11g042750.1|Solyc11g042750.1,0,0,0,0,0,0
Solyc11g042740.2|Solyc11g042740.2,0,0,0,0,0,0
Solyc11g042730.2|Solyc11g042730.2,0,0,0,0,0,0
Solyc11g042720.1|Solyc11g042720.1,0,0,0,0,0,0
Solyc11g042710.2|Solyc11g042710.2,0,8,17,41,56,54
Solyc11g042650.1|Solyc11g042650.1,0,0,0,0,0,0
MSTRG.19553,0,0,8,666,1114,1300
Solyc11g042615.1|Solyc11g042615.1,0,0,0,0,0,0
Solyc11g042580.1|Solyc11g042580.1,0,0,0,39,31,75
MSTRG.19555|Solyc11g042560.1,0,0,0,176,193,515
Solyc11g042550.1|Solyc11g042550.1,0,0,0,0,0,0
Solyc11g042450.1|Solyc11g042450.1,0,0,0,0,0,0
Solyc11g042421.1|Solyc11g042421.1,0,0,0,0,0,0
Solyc11g042422.1|Solyc11g042422.1,0,0,0,0,0,0
Solyc11g042423.1|Solyc11g042423.1,0,0,0,0,0,0
Solyc11g042424.1|Solyc11g042424.1,0,0,0,0,0,0
Solyc11g042425.1|Solyc11g042425.1,0,0,0,0,0,0
Solyc11g042426.1|Solyc11g042426.1,0,0,0,0,0,0
Solyc11g042428.1|Solyc11g042428.1,0,0,0,0,0,0
Solyc11g040420.2|Solyc11g040420.2,0,0,0,0,0,0
Solyc11g040410.1|Solyc11g040410.1,0,0,0,6,9,18
Solyc11g040400.1|Solyc11g040400.1,0,0,0,0,0,0
Solyc11g040280.2|Solyc11g040280.2,0,0,0,0,0,0
Solyc11g040220.2|Solyc11g040220.2,0,0,0,0,0,0
Solyc11g040221.1|Solyc11g040221.1,0,0,0,0,0,0
Solyc11g040177.1|Solyc11g040177.1,0,0,0,0,0,0
Solyc11g040160.1|Solyc11g040160.1,0,0,0,0,0,0
Solyc11g040115.1|Solyc11g040115.1,0,0,0,0,0,0
Solyc11g040100.1|Solyc11g040100.1,0,0,0,0,0,0
Solyc11g040090.1|Solyc11g040090.1,0,0,0,0,0,0
Solyc11g040080.1|Solyc11g040080.1,0,0,0,0,0,0
Solyc11g040030.2|Solyc11g040030.2,0,0,0,0,0,0
Solyc11g040020.2|Solyc11g040020.2,0,0,0,0,0,0
Solyc11g039970.1|Solyc11g039970.1,0,0,0,0,0,0
Solyc11g039930.2|Solyc11g039930.2,0,0,0,0,0,0
Solyc11g039920.1|Solyc11g039920.1,0,0,0,0,0,0
Solyc11g039915.1|Solyc11g039915.1,0,0,0,0,0,0
Solyc11g039900.2|Solyc11g039900.2,0,0,0,0,0,0
Solyc11g039850.1|Solyc11g039850.1,0,0,0,0,0,0
Solyc11g039820.2|Solyc11g039820.2,0,0,0,0,0,0
Solyc11g039810.2|Solyc11g039810.2,0,0,0,0,0,0
Solyc11g039815.1|Solyc11g039815.1,0,0,0,0,0,0
Solyc11g039800.1|Solyc11g039800.1,0,0,0,0,0,0
Solyc11g039807.1|Solyc11g039807.1,0,0,0,0,0,0
Solyc11g039780.1|Solyc11g039780.1,0,0,0,0,0,0
Solyc11g039760.1|Solyc11g039760.1,0,0,0,0,0,0
Solyc11g039730.1|Solyc11g039730.1,0,0,0,0,0,0
Solyc11g039720.1|Solyc11g039720.1,0,0,0,0,0,0
Solyc11g039710.1|Solyc11g039710.1,0,0,0,0,0,0
Solyc11g039715.1|Solyc11g039715.1,0,0,0,0,0,0
Solyc11g039690.1|Solyc11g039690.1,0,0,0,0,0,0
Solyc11g039660.1|Solyc11g039660.1,0,0,0,0,0,0
Solyc11g039640.2|Solyc11g039640.2,0,0,0,5,0,3
Solyc11g039590.2|Solyc11g039590.2,0,0,0,0,0,0
Solyc11g039580.1|Solyc11g039580.1,0,0,0,0,0,0
MSTRG.19598|Solyc11g039570.2,0,0,0,332,519,501
Solyc11g039550.1|Solyc11g039550.1,0,0,0,0,0,0
Solyc11g039540.1|Solyc11g039540.1,0,0,0,0,0,0
Solyc11g039530.1|Solyc11g039530.1,0,2,0,0,0,0
Solyc11g039490.1|Solyc11g039490.1,0,0,0,0,0,0
Solyc11g039480.1|Solyc11g039480.1,0,0,0,0,0,0
Solyc11g039420.2|Solyc11g039420.2,0,0,0,0,0,0
Solyc11g039410.2|Solyc11g039410.2,0,0,0,0,0,0
Solyc11g039400.1|Solyc11g039400.1,0,0,0,0,0,0
Solyc11g039390.1|Solyc11g039390.1,0,0,0,0,0,0
Solyc11g039380.1|Solyc11g039380.1,0,0,0,0,4,0
Solyc11g039370.2|Solyc11g039370.2,0,0,0,0,0,0
Solyc11g039360.1|Solyc11g039360.1,0,0,2,2,0,0
Solyc11g039350.1|Solyc11g039350.1,0,0,0,0,0,0
Solyc11g038350.1|Solyc11g038350.1,0,0,0,0,0,0
Solyc11g038340.1|Solyc11g038340.1,0,0,0,0,0,0
Solyc11g056260.1|Solyc11g056260.1,0,0,0,0,0,0
Solyc11g056280.1|Solyc11g056280.1,0,0,0,0,0,2
Solyc11g056290.2|Solyc11g056290.2,0,0,0,0,0,0
Solyc11g056300.1|Solyc11g056300.1,0,0,0,0,0,0
Solyc11g056310.1|Solyc11g056310.1,0,2,3,0,7,1
Solyc11g056340.1|Solyc11g056340.1,0,0,0,0,0,0
Solyc11g056350.1|Solyc11g056350.1,0,0,0,0,0,0
Solyc11g056365.1|Solyc11g056365.1,0,0,0,0,0,0
Solyc11g056380.1|Solyc11g056380.1,0,0,0,0,0,0
Solyc11g056390.1|Solyc11g056390.1,0,0,0,0,0,0
Solyc11g056500.2|Solyc11g056500.2,0,4,0,21,16,15
Solyc11g056510.1|Solyc11g056510.1,0,0,0,0,0,0
Solyc11g056520.1|Solyc11g056520.1,0,0,3,0,0,0
Solyc11g056530.1|Solyc11g056530.1,0,0,0,0,0,0
Solyc11g056540.1|Solyc11g056540.1,0,0,0,0,0,0
Solyc11g056590.2|Solyc11g056590.2,0,0,0,0,0,0
Solyc11g056630.1|Solyc11g056630.1,0,0,0,0,0,0
Solyc11g056637.1|Solyc11g056637.1,0,0,0,13,59,33
Solyc11g061690.1|Solyc11g061690.1,0,0,0,0,0,0
Solyc11g061700.2|Solyc11g061700.2,0,0,7,0,0,0
Solyc11g061710.1|Solyc11g061710.1,0,0,0,0,0,0
Solyc11g061715.1|Solyc11g061715.1,0,0,0,0,0,0
Solyc11g061730.2|Solyc11g061730.2,0,0,0,0,0,0
MSTRG.19610|Solyc11g061750.2,0,0,0,1092,1628,1551
Solyc11g061772.1|Solyc11g061772.1,0,0,0,0,0,0
Solyc11g061774.1|Solyc11g061774.1,0,0,0,0,0,0
Solyc11g061780.1|Solyc11g061780.1,0,0,0,0,0,0
Solyc11g061776.1|Solyc11g061776.1,0,0,0,0,0,0
Solyc11g061790.1|Solyc11g061790.1,0,0,0,0,0,0
Solyc11g061778.1|Solyc11g061778.1,0,0,0,0,0,0
Solyc11g061800.1|Solyc11g061800.1,0,0,0,0,0,0
Solyc11g061810.2|Solyc11g061810.2,0,0,0,0,0,0
Solyc11g061811.1|Solyc11g061811.1,0,0,0,0,0,0
Solyc11g061820.2|Solyc11g061820.2,0,0,0,0,0,0
Solyc11g061812.1|Solyc11g061812.1,0,0,0,0,0,0
Solyc11g061814.1|Solyc11g061814.1,0,0,0,0,0,0
Solyc11g061816.1|Solyc11g061816.1,0,0,0,0,0,0
Solyc11g061818.1|Solyc11g061818.1,0,0,0,0,0,0
Solyc11g061850.1|Solyc11g061850.1,0,0,0,0,0,0
Solyc11g061880.1|Solyc11g061880.1,0,0,0,0,0,0
Solyc11g061890.2|Solyc11g061890.2,0,0,0,0,0,0
Solyc11g061895.1|Solyc11g061895.1,0,0,0,0,0,0
Solyc11g061910.1|Solyc11g061910.1,0,0,0,0,0,0
Solyc11g061913.1|Solyc11g061913.1,0,0,0,0,0,0
Solyc11g061917.1|Solyc11g061917.1,0,0,0,0,0,0
Solyc11g061930.1|Solyc11g061930.1,0,0,0,0,0,0
Solyc11g061940.1|Solyc11g061940.1,0,0,0,0,0,0
Solyc11g061950.1|Solyc11g061950.1,0,0,0,0,0,0
Solyc11g061970.1|Solyc11g061970.1,0,0,0,0,0,0
MSTRG.19613|Solyc11g061980.1,0,0,5,417,638,623
Solyc11g062040.1|Solyc11g062040.1,0,0,0,0,0,0
MSTRG.19621|Solyc11g062195.1,0,0,0,14,10,15
MSTRG.19622,0,16,2,52,59,102
Solyc11g062210.2|Solyc11g062210.2,0,0,0,0,0,0
Solyc11g062420.2|Solyc11g062420.2,0,0,0,0,0,0
Solyc11g063440.2|Solyc11g063440.2,0,0,0,0,0,0
Solyc11g061870.2|Solyc11g061870.2,0,0,0,0,0,0
Solyc11g063460.1|Solyc11g063460.1,0,0,0,0,0,0
Solyc11g063465.1|Solyc11g063465.1,0,0,0,0,0,0
Solyc11g063470.1|Solyc11g063470.1,0,0,0,0,0,0
Solyc11g063530.1|Solyc11g063530.1,0,0,0,4,6,0
Solyc11g063550.1|Solyc11g063550.1,0,0,0,0,0,0
Solyc11g063570.1|Solyc11g063570.1,0,0,0,0,0,0
Solyc11g063580.2|Solyc11g063580.2,0,0,0,0,0,0
Solyc11g063590.1|Solyc11g063590.1,0,0,0,0,0,0
Solyc11g063600.2|Solyc11g063600.2,0,7,13,4,14,5
Solyc11g063620.1|Solyc11g063620.1,0,0,0,0,0,0
Solyc11g063630.1|Solyc11g063630.1,0,0,0,0,0,0
Solyc11g063640.1|Solyc11g063640.1,0,0,0,0,0,0
Solyc11g063650.1|Solyc11g063650.1,0,0,0,0,0,0
Solyc11g063660.1|Solyc11g063660.1,0,0,0,0,0,0
Solyc11g063665.1|Solyc11g063665.1,0,0,0,0,0,0
Solyc11g063670.1|Solyc11g063670.1,0,0,0,0,0,0
Solyc11g063680.1|Solyc11g063680.1,0,0,0,0,0,0
Solyc11g061920.2|Solyc11g061920.2,0,0,0,0,0,0
Solyc11g063690.2|Solyc11g063690.2,0,0,0,0,0,0
Solyc11g063693.1|Solyc11g063693.1,0,0,0,0,0,0
Solyc11g063700.1|Solyc11g063700.1,0,0,0,0,0,0
Solyc11g063695.1|Solyc11g063695.1,0,0,0,0,0,0
Solyc11g063697.1|Solyc11g063697.1,0,0,0,0,0,0
Solyc11g063720.1|Solyc11g063720.1,0,0,0,0,0,0
Solyc11g063730.2|Solyc11g063730.2,0,0,0,0,0,0
Solyc11g063740.2|Solyc11g063740.2,0,0,0,0,0,0
Solyc11g064785.1|Solyc11g064785.1,0,0,0,0,0,9
Solyc11g064820.1|Solyc11g064820.1,0,0,0,0,0,0
Solyc11g064805.1|Solyc11g064805.1,0,0,0,0,0,0
Solyc11g064940.1|Solyc11g064940.1,0,0,0,0,0,0
Solyc11g064990.2|Solyc11g064990.2,0,0,0,27,35,35
MSTRG.19666|Solyc11g065010.1,0,19,19,319,313,324
Solyc11g065060.1|Solyc11g065060.1,0,0,0,0,0,0
Solyc11g065130.1|Solyc11g065130.1,0,0,0,0,0,0
